floor,floorId,icon,location,name,poiId,unit
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11947654/icon/47c01ae43e5f41b28bab99ca158d9b92.png,"{'lat': 1.3602977883868828, 'lon': 103.98920000505034}",ALDO,11947654,B1-252-253
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11886094/icon/47e43bc190004607ace4043940c685bc.jpg,"{'lat': 1.3602378383492157, 'lon': 103.98917868536896}",BLACK BY BLUE BRAVE,11886094,B1-251
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11985080/icon/b9c4fd46a2754135940811ba03f30426.png,"{'lat': 1.359657414777494, 'lon': 103.98953587691021}",DON DON DONKI,11985080,B1-225-227
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11987607/icon/4b2abf9cc0e246b790f1c3222aea86f4.png,"{'lat': 1.3598069068864167, 'lon': 103.98945020703283}",DON DON DONKI FOOD COURT,11987607,B1-228
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,,"{'lat': 1.3604632702266208, 'lon': 103.98959727661122}",Escalator,218c571f-9caf-4c70-8dc8-039c37078aa4,
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,,"{'lat': 1.359740289991927, 'lon': 103.98913954740918}",Female Restroom,2bc6b741-1823-4722-b7bc-d6dd4dfdac4c,
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11886363/icon/04a333087b6c40639bd8fd52c9755491.jpg,"{'lat': 1.3600745172752655, 'lon': 103.98995803907528}",GOCHI-SO SHOKUDO,11886363,
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/12022433/icon/924b3ddfa56d45dda8b0e84e57fd8b92.jpeg,"{'lat': 1.360138217636378, 'lon': 103.98926403714005}",GOELIA,12022433,B1-250
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11981124/icon/76c83009fda24859869b3a5fadde3b9f.png,"{'lat': 1.3598184316610493, 'lon': 103.99001987303393}",GREENDOT PLUS,11981124,B1-297
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11980780/icon/3496e9991b6e47aa9dabcc6229ef2f38.png,"{'lat': 1.359701746813697, 'lon': 103.99004857047399}",HOOGA,11980780,B1-217-218
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11981103/icon/4414bd1618124341a01347f41c14e207.png,"{'lat': 1.3600865896677654, 'lon': 103.98941253866879}",HOSHINO COFFEE JAPANESE CAFÉ & RESTAURANT,11981103,
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11980799/icon/e35bbdc60d5840269644c9fa70ac985d.jpg,"{'lat': 1.3599889643470244, 'lon': 103.9893726499879}",HURLEY,11980799,
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11886105/icon/21c10458b01246b9a4b2c90441cacb6e.png,"{'lat': 1.3604484388966431, 'lon': 103.98936460031162}",I'M IN,11886105,B1-239
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11886366/icon/ccca6dbc6eaa472586761f48b6fecefd.jpg,"{'lat': 1.3602217605027738, 'lon': 103.98945634795386}",JINJJA CHICKEN,11886366,B1-247
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11886106/icon/d76f663b9a10497093e7132840620beb.jpg,"{'lat': 1.3602338400683405, 'lon': 103.98991629880868}",LENSKART,11886106,B1-201
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11886108/icon/7a046a00a8a24d0a9fd9926e39989ca2.png,"{'lat': 1.3604047355376954, 'lon': 103.98949191405967}",LOVISA,11886108,B1-241
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,,"{'lat': 1.359763071288287, 'lon': 103.98908285044757}",Male Restroom,bad74f41-77a5-49ca-b54e-f5d477c56bd5,
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11886110/icon/bca2c179ce034591a671747d1ef163c0.jpg,"{'lat': 1.3603826811694992, 'lon': 103.98924915939907}",MARHEN J & SIFT & PICK,11886110,B1-254-255
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11981114/icon/ca72e7ebb46446ac936df86c2e93b4e3.png,"{'lat': 1.3599041387499997, 'lon': 103.98986580833808}",McDonald's,11981114,
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11981739/icon/a3e20e01bc184a7498b03c365e177ca5.png,"{'lat': 1.3598110526646372, 'lon': 103.98979270749923}",MINISO,11981739,
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11886114/icon/e135e1e93f0142d4bb72d6bfecce6d6f.png,"{'lat': 1.360378313110187, 'lon': 103.98956486727077}",OWNDAYS,11886114,B1-242
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11980791/icon/670c79565bac4cd49eeb604b37042e5a.png,"{'lat': 1.3599256927539185, 'lon': 103.9895091695595}",PAUL BAKERY & RESTAURANT,11980791,
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11886116/icon/79b4e19d54b54e2082fb9e11f8da2342.jpg,"{'lat': 1.3603377153444194, 'lon': 103.98939206090739}",PEDRO,11886116,B1-257
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11980249/icon/0a24f336788c4ae391a3afac24c15b25.jpg,"{'lat': 1.3598454995669271, 'lon': 103.98968588041453}",SAMPANMAN,11980249,
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11886372/icon/a3a2b914d04344459700543e68be7e5e.jpeg,"{'lat': 1.3600170838841863, 'lon': 103.98994888666444}",SHIKI HOTOTOGISU RAMEN,11886372,B1-300
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11886119/icon/4ba5b316a6fc43eeb0dad4f320aac9eb.png,"{'lat': 1.3602597977833633, 'lon': 103.98985780775273}",SK JEWELLERY,11886119,B1-200
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11886096/icon/fe7c71173f974beab2f7a6f95c6923c0.png,"{'lat': 1.360203626582649, 'lon': 103.98998102121146}",SMIGGLE,11886096,B1-202-204
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11886371/icon/94f6c0e3057d48bcb8c08356d8bc041c.jpg,"{'lat': 1.3601596381111078, 'lon': 103.98942504296149}",SO PHO,11886371,B1-248
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11980796/icon/2df609e66ef04099a163fd62d593a6ec.jpg,"{'lat': 1.3599633017100359, 'lon': 103.9894332300837}",SUN PARADISE,11980796,
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11886121/icon/993e939c58284069823f65fb253432d0.jpg,"{'lat': 1.3601363275804486, 'lon': 103.99011882938737}",THE MINERAL BOUTIQUE,11886121,B1-205-207
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11886122/icon/1da04810126544298131ca256d9d93b0.png,"{'lat': 1.3604248209348662, 'lon': 103.98943497211418}",THE SHIRT BAR,11886122,B1-240
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11886123/icon/32e0728c3d3f496599c4503ca795f945.jpg,"{'lat': 1.3603611998193472, 'lon': 103.98931796630734}",THE TINSEL RACK,11886123,B1-256
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11981754/icon/0a60d705246043eb8c2b4f3dba18da35.jpeg,"{'lat': 1.3597601312345684, 'lon': 103.98991292951997}",THE WONDER STORE,11981754,
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11886130/icon/5b75162c6ccb4ac28d76f13c05c48360.jpg,"{'lat': 1.359971800458674, 'lon': 103.99055378962092}",TOYS R US,11886130,
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11886373/icon/71d1b269f7114621a6c94eadbe3ad7f1.jpg,"{'lat': 1.3600882986253158, 'lon': 103.98999980182398}",TUN XIANG HOKKIEN DELIGHTS,11886373,B1-289-290
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11886117/icon/d3885b9b8cf4450386f0b4c6f12d4a9d.jpg,"{'lat': 1.3597087301739657, 'lon': 103.99023808922476}",UNIQLO,11886117,B1-212-216
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,,"{'lat': 1.3606504073335792, 'lon': 103.98912289373554}",Wheelchair Restroom,6c6f2839-c2ac-499f-b3df-fdaa088338ef,
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11886374/icon/4b9e24bcca1e4186882ddaab270cab4b.jpg,"{'lat': 1.3603046987947562, 'lon': 103.9894883921728}",WHITE RESTAURANT,11886374,B1-245-246
B1,3fdb74a7-a8be-465d-a849-d51253a1afb6,poi/11886118/icon/22f0496f8b7245b4a88670f0db4e3d8e.jpg,"{'lat': 1.3601607132639677, 'lon': 103.98904448625687}",ZARA,11886118,B1-230-234
B1M,d7821bd8-d13f-400e-88ba-1a316de9bdc7,,"{'lat': 1.360332877339782, 'lon': 103.98979249916775}",Escalator,ef3c8e53-cf75-4ee3-86a4-0947db8d9e14,
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11886768/icon/ba9b1f213040410586c715e0cfb38b6b.jpg,"{'lat': 1.3598528533225591, 'lon': 103.98975609936744}",7-Eleven,11886768,B2-221
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887246/icon/75afb7eb887242a1ad8c5200da6a8f2e.jpg,"{'lat': 1.3600910223872964, 'lon': 103.98986869908776}",A&W,11887246,B2-209
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887248/icon/1b0fea6f9d3740f7b0ebfa0a3fbc2d6f.jpg,"{'lat': 1.3599996011141868, 'lon': 103.98940714765763}",ABURI-EN,11887248,B2-233
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887247/icon/5d9f3270631148d497a6dbee9a3c5862.jpg,"{'lat': 1.3599858146467512, 'lon': 103.98964563489581}",AN ACAI AFFAIR,11887247,B2-262
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887249/icon/bffd2eb7844f4559b952b808f341839c.png,"{'lat': 1.3599858146467512, 'lon': 103.98964563489581}",AUNTIE ANNE'S,11887249,B2-272
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887250/icon/df919aa60ed1498bb77a995b8455eeab.jpg,"{'lat': 1.3596300876612695, 'lon': 103.98960215808245}",BEAUTY IN THE POT,11887250,B2-224-226
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887251/icon/939cb46d4792492798036a908c2bd371.jpg,"{'lat': 1.3599858146467512, 'lon': 103.98964563489581}",BOOST JUICE BARS,11887251,B2-261
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11886769/icon/814bcb52ce374cda82d59e5eb44914a6.png,"{'lat': 1.3598512970594567, 'lon': 103.98948126664295}",BOTTLES & BOTTLES,11886769,B2-230
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11886781/icon/3e80a132b62f41ddada24ced2bae84e3.png,"{'lat': 1.359709325806466, 'lon': 103.99009810775313}",CHALLENGER,11886781,"B2-214-215, B2-216"
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887252/icon/ee392a5848f946e9960040e85ae02bca.jpg,"{'lat': 1.3598935693201035, 'lon': 103.98993869381843}",CHICHA SAN CHEN,11887252,B2-213
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887264/icon/f549c0a4dbb94127a8c1a0be0dc478c4.jpg,"{'lat': 1.3604197137273681, 'lon': 103.98937865780223}",DAPUR PENYET,11887264,"B2-241, B2-242"
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11892657/icon/8502a0204e994f458b73a7a6787a22af.png,"{'lat': 1.359788260698585, 'lon': 103.98945064202876}",DIAN XIAO ER,11892657,B2-229
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887265/icon/1c237d05e1464f81854c81259589368d.jpg,"{'lat': 1.3599858146467512, 'lon': 103.98964563489581}",DUNKIN' DONUTS,11887265,B2-270
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,,"{'lat': 1.3602233851042154, 'lon': 103.98922469700534}",Elevator,54352649-d334-4687-9fc1-03720431f112,
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,,"{'lat': 1.3604829650932784, 'lon': 103.9893946148288}",Elevator,197c853f-c963-4ef3-bd1e-a45a3bbf0c39,
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,,"{'lat': 1.3598512609049467, 'lon': 103.99011137311255}",Elevator,cc3ba598-d424-4144-93b2-cf12e0b520a9,
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,,"{'lat': 1.3603051349157855, 'lon': 103.9891166310657}",Escalator,1c2738f1-88ff-4a2c-b2a6-92785690d4a9,
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,,"{'lat': 1.35983153200512, 'lon': 103.99024567461346}",Escalator,5fbb0e9a-aff2-42eb-bdfb-b1643c11957f,
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,,"{'lat': 1.3602885441352726, 'lon': 103.98977383728463}",Escalator,835e82c6-fa59-49b5-92de-86f70017e310,
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11886782/icon/4f65400df1724411afd61190835133f2.jpg,"{'lat': 1.359793775972699, 'lon': 103.98989662772472}",EU YAN SANG,11886782,B2-219
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11886783/icon/d2d59c1c111c4558bdae6bf5d42c208b.jpg,"{'lat': 1.3599854086086676, 'lon': 103.99021267933867}",FAIRPRICE FINEST,11886783,B2-205-208
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,,"{'lat': 1.360637369352934, 'lon': 103.98925681229281}",Female Restroom,d5ce61e5-9af3-4346-ac38-eaa78208a780,
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,,"{'lat': 1.3594757672892779, 'lon': 103.98984092546709}",Female Restroom,0838acde-882b-4ee4-8cc4-a6979dae97ff,
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887267/icon/e6defcdc5cca4ef3b06988087533e0db.jpg,"{'lat': 1.3599711722431211, 'lon': 103.98947472069841}",FONG SHENG HAO,11887267,B2-232
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11988762/icon/3e40c54c78e74012a5530730e9d8d4d3.jpg,"{'lat': 1.3603528347126679, 'lon': 103.9892807462139}",food republic,11988762,B2-238-240
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887281/icon/8d85946ff7dd4f10af57eadf1fb49c0f.jpg,"{'lat': 1.3599858146467512, 'lon': 103.98964563489581}",FROZEN HEART FRIED ICE CREAM,11887281,B2-258
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11886784/icon/1391770f48734d63905e82214c4bc30e.jpg,"{'lat': 1.3601459660021316, 'lon': 103.9893384038061}",IRVINS SALTED EGG,11886784,B2-248-250
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887283/icon/bd5729d0a4a94b09a0ea45af19667770.png,"{'lat': 1.3600339224898432, 'lon': 103.98985154004319}",ITACHO SUSHI,11887283,B2-210
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887286/icon/462a97e45b9b478f92ed36587bbe3ca6.jpg,"{'lat': 1.3599858146467512, 'lon': 103.98964563489581}",JOLLIBEAN,11887286,B2-259
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887285/icon/2b4596e01857437785f29be0f6a621bf.jpg,"{'lat': 1.3599858146467512, 'lon': 103.98964563489581}",KANE MOCHI,11887285,B2-269
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,,"{'lat': 1.3601869124739527, 'lon': 103.99007793475421}",KCUTS,11887245,B2-204
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11886785/icon/ad7afad3e61b4d3ba260ceb7cf53d016.png,"{'lat': 1.3601110524980555, 'lon': 103.98942313789175}",KEE WAH BAKERY,11886785,B2-252
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887288/icon/cbdbdcb1032d480eb0c81f03fb64e84e.jpg,"{'lat': 1.3599858146467512, 'lon': 103.98964563489581}",KENANGAN COFFEE,11887288,B2-255
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887284/icon/692e14eecd8b4cbe9fb7fc511057141e.jpg,"{'lat': 1.3604234848945913, 'lon': 103.98955880232901}",KFC,11887284,B2-275-277
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887287/icon/fd3a3913fdde41f8b34f28ddb5ba0932.jpg,"{'lat': 1.3599858146467512, 'lon': 103.98964563489581}",KOI EXPRESS,11887287,B2-263
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11886786/icon/8b1e4ec3641f4ae5b1acfb838771bc30.jpg,"{'lat': 1.3599136918273629, 'lon': 103.98989083526709}",LAC NUTRITION FOR LIFE,11886786,B2-212
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11886787/icon/acedb7cd6f6741b49b19ca132190ba0d.jpeg,"{'lat': 1.3600796184092145, 'lon': 103.98949620223108}",LAVENDER,11886787,"B2-253, B2-254"
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887238/icon/5a2a7a103eb54ecb90a51c2d6f982257.jpg,"{'lat': 1.3598507729522498, 'lon': 103.98969717349976}",LIM CHEE GUAN,11887238,"B2-222, B2-223"
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,,"{'lat': 1.3597887019235522, 'lon': 103.98910807324651}",Male Restroom,255ee45a-7199-4b82-991e-d36d00f498db,
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,,"{'lat': 1.3594463409679953, 'lon': 103.98992379671603}",Male Restroom,799c1fae-6bf7-4f7a-86ff-1cbf4e2091f5,
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887291/icon/4f7009e6314940a1823c42de2baf6a0d.jpg,"{'lat': 1.359976286223445, 'lon': 103.98980267492746}",MOS BURGER,11887291,B2-211
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887292/icon/23e0535e8a924976a8cd2476f0b9e40e.png,"{'lat': 1.3599858146467512, 'lon': 103.98964563489581}",MR. COCONUT,11887292,B2-268
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887244/icon/01863894e1334025a9524d60df9b55ee.jpg,"{'lat': 1.3601240299364608, 'lon': 103.98939057565582}",MYEUREKA,11887244,B2-251
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887293/icon/89d5871516324e0184b92e4a72cf36e3.jpg,"{'lat': 1.3599858146467512, 'lon': 103.98964563489581}",NINE FRESH,11887293,B2-244
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887294/icon/e2b9a77d32b546c7a25b961ba79dac15.jpg,"{'lat': 1.3599858146467512, 'lon': 103.98964563489581}",OLD CHANG KEE,11887294,B2-247
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887239/icon/0ea354f97a3443eb93339624894e3062.jpg,"{'lat': 1.3598241333470278, 'lon': 103.98982441609144}",OSIM,11887239,B2-220
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887296/icon/ef749439dbbf4a79a3098e3e067fb1ce.jpg,"{'lat': 1.3599858146467512, 'lon': 103.98964563489581}",POTATO CORNER,11887296,B2-264
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11975537/icon/7999f4b042be4ebebcde8b408915c59e.png,"{'lat': 1.3598104229054595, 'lon': 103.98960995749617}",Qiji Signature,11975537,
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887298/icon/7dd4d859a3bb43028f7e4c29d0829e3c.png,"{'lat': 1.3599858146467512, 'lon': 103.98964563489581}",SF FRUITS & JUICES,11887298,B2-260
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11938811/icon/22c40b48ede74b19b9eda719bd680abc.jpg,"{'lat': 1.3601377815148907, 'lon': 103.98910620292075}",SHAW THEATRES,11938811,B2-237
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11892655/icon/6bd801bd6f564edab3e23497c50c2084.jpg,"{'lat': 1.3599858146467512, 'lon': 103.98964563489581}",SHIHLIN TAIWAN STREET SNACKS,11892655,B2-246
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887243/icon/c52e0a16c073498aae4b3dde4b33a6ae.png,"{'lat': 1.3602194114184807, 'lon': 103.99009216537227}",SKINGO!,11887243,B2-203
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11892656/icon/d70f4befc31a4f69858c0ee6e3d1a7be.jpg,"{'lat': 1.3603667972366928, 'lon': 103.98969389258643}",SONG FA BAK KUT TEH,11892656,B2-278-280
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11892658/icon/6378a9bba1b04b7a9668a2dbbb16d9d5.jpg,"{'lat': 1.3599858146467512, 'lon': 103.98964563489581}",Subway,11892658,B2-245
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11892654/icon/7da89317a2004b2b8da136a296dd6e7f.png,"{'lat': 1.360229429545201, 'lon': 103.9898391123319}",SUKIYA. GYUDON. CURRY,11892654,B2-200
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887266/icon/68af90da82e640fe8116d4a109be7dae.png,"{'lat': 1.3596969390894287, 'lon': 103.98944144117765}",SUSHIRO,11887266,B2-227-228
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11892659/icon/a9df893f64e245668164670a4628574d.jpg,"{'lat': 1.3600595515967626, 'lon': 103.98926465038905}",TANYU EXCLUSIVE,11892659,B2-235-236
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11947659/icon/79d3a3e1f73d40669c9e81e3f32b25a5.jpg,"{'lat': 1.3599858146467512, 'lon': 103.98964563489581}",THE ALLEY,11947659,B2-273
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11892660/icon/af1eae9718ea407ebe1af2402ec9615c.jpg,"{'lat': 1.3601791835687156, 'lon': 103.98987992972324}",THE HAINAN STORY,11892660,B2-201-202
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11892661/icon/7173d7a6e6dc431689a57b9e63cdd9ee.jpg,"{'lat': 1.3599858146467512, 'lon': 103.98964563489581}",THE ORIGINAL VADAI,11892661,B2-267
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/12022386/icon/5f5eefa617e34417b9512c83894712f9.png,"{'lat': 1.3598381133463178, 'lon': 103.98954662564549}",Thye Moh Chan,12022386,
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11892663/icon/6af12d8a469242788405540409d8d578.png,"{'lat': 1.3599319846205706, 'lon': 103.9895130653613}",TOAST BOX,11892663,B2-231
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11975523/icon/30f278b4d2ce4070b708bd7342ddeb72.png,"{'lat': 1.3599858146467512, 'lon': 103.98964563489581}",TOKYO MILK CHEESE FACTORY & COW COW KITCHEN,11975523,B2-265
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11887242/icon/36166ffdbafc4a6999f20eb953d73512.jpg,"{'lat': 1.359765747339034, 'lon': 103.98996329993977}",Watsons,11887242,B2-217-218
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,,"{'lat': 1.3605680221428038, 'lon': 103.98932804890936}",Wheelchair Restroom,28443a1a-2fdb-4715-81e2-b9840c394194,
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,,"{'lat': 1.3598651533386046, 'lon': 103.98913646729055}",Wheelchair Restroom,6abb1262-61b8-4530-80c8-fac6cc4a3b49,
B2,5a492815-77d4-42f3-8600-a209fd1d58b6,poi/11892664/icon/b6348d2ae1ea47aebf80c87e939c8826.jpg,"{'lat': 1.3599858146467512, 'lon': 103.98964563489581}",YOLÉ,11892664,B2-271
B2M,e2d0211f-c95c-4af0-a5d6-50c29fb4ce57,,"{'lat': 1.360332877339782, 'lon': 103.98979249916775}",Escalator,4b759511-6a6a-443a-90de-ee63c4b05c5e,
B2M,e2d0211f-c95c-4af0-a5d6-50c29fb4ce57,,"{'lat': 1.3602758187213488, 'lon': 103.98995377074175}",Escalator,c781cc20-3eb9-4e68-983a-de0d0f6944bf,
B3,8cd365e2-5147-4d87-9f19-90358f6872db,,"{'lat': 1.3605399035779886, 'lon': 103.99046538304657}",Elevator,0328959f-5766-42dd-acc0-8544af85d052,
B3,8cd365e2-5147-4d87-9f19-90358f6872db,,"{'lat': 1.3601531658729735, 'lon': 103.9901776806051}",Elevator,f18f6007-f734-4547-8917-81409096ff67,
B3,8cd365e2-5147-4d87-9f19-90358f6872db,,"{'lat': 1.360260686633057, 'lon': 103.98975898916692}",Parking,0f3e3899-97cc-4986-abab-2cf0383aa153,
B4,d3cf19cf-4c3d-4cd0-b207-c1dc3904ff4f,,"{'lat': 1.3598512609049467, 'lon': 103.99011137311255}",Elevator,a2505a9c-6716-47e2-af71-6125822b0a70,
B4,d3cf19cf-4c3d-4cd0-b207-c1dc3904ff4f,,"{'lat': 1.3609589951396215, 'lon': 103.98946930897242}",Elevator,4c072779-f131-428c-999b-70e5ddf39aff,
B4,d3cf19cf-4c3d-4cd0-b207-c1dc3904ff4f,,"{'lat': 1.3601531658729735, 'lon': 103.9901776806051}",Elevator,3cfee2a9-cea3-4a77-8ffd-6a3c0b55fe26,
B4,d3cf19cf-4c3d-4cd0-b207-c1dc3904ff4f,,"{'lat': 1.3598186497445592, 'lon': 103.98957603716285}",Escalator,dc2e5fe7-5730-4f21-8cc4-5c43e1585c3f,
B4,d3cf19cf-4c3d-4cd0-b207-c1dc3904ff4f,,"{'lat': 1.360332877339782, 'lon': 103.98979249916775}",Escalator,5a04412a-1b99-4c7b-a86e-a87b0f1ba35c,
B5,c8b6632d-4951-4ddc-8d8b-f9140b5f1c23,,"{'lat': 1.3599350424207264, 'lon': 103.99013317830554}",Elevator,996c525e-7d82-438f-82f1-8db2fb3ec0dd,
B5,c8b6632d-4951-4ddc-8d8b-f9140b5f1c23,,"{'lat': 1.3598512609049467, 'lon': 103.99011137311255}",Elevator,9310a214-cf56-4a20-be0a-d0daf4d3299a,
B5,c8b6632d-4951-4ddc-8d8b-f9140b5f1c23,,"{'lat': 1.3609589951396215, 'lon': 103.98946930897242}",Elevator,20f2ec9c-2346-4148-9566-4f093e213a50,
B5,c8b6632d-4951-4ddc-8d8b-f9140b5f1c23,,"{'lat': 1.3605399035779886, 'lon': 103.99046538304657}",Elevator,d39b2541-3fcc-4476-917d-df9a5c77c2e9,
B5,c8b6632d-4951-4ddc-8d8b-f9140b5f1c23,,"{'lat': 1.3604829650932784, 'lon': 103.9893946148288}",Elevator,1f71a54b-0c8a-4d3e-b471-677f8c88e6b6,
B5,c8b6632d-4951-4ddc-8d8b-f9140b5f1c23,,"{'lat': 1.3602995193023848, 'lon': 103.98927030133068}",Elevator,7de1e52a-1ade-4997-919f-ac13e564bb5f,
B5,c8b6632d-4951-4ddc-8d8b-f9140b5f1c23,,"{'lat': 1.3601531658729735, 'lon': 103.9901776806051}",Elevator,7fd96e6c-ec24-43af-bcfc-cb13fcf52ceb,
B5,c8b6632d-4951-4ddc-8d8b-f9140b5f1c23,,"{'lat': 1.360332877339782, 'lon': 103.98979249916775}",Escalator,2fbd4751-55a7-48cf-ad41-c496b6206d2b,
L1,048e7a4b-9fd6-4862-bb15-89e59e66c56d,poi/11881205/icon/6ea6742f08b947c38ccfe5e26d8bf2b0.jpg,"{'lat': 1.3601932129136627, 'lon': 103.98901983110711}",AGNES B,11881205,01-252
