floor,floorId,icon,location,name,poiId,unit
L5,a9f3e4d7-274d-4db6-8a7a-e12691c222a0,poi/11884788/icon/7b315acd856448edbe7edb67aeeb7d50.jpg,"{'lat': 1.360520828135856, 'lon': 103.99029582007392}",ARTEASTIQ,11884788,05D-201
L5,a9f3e4d7-274d-4db6-8a7a-e12691c222a0,poi/11884789/icon/a57651cf8e5e44c4adf0a4a376cb54a6.jpg,"{'lat': 1.3605580827461092, 'lon': 103.99025803826298}",ARTEASTIQ DEPATIO,11884789,05D-200
L5,a9f3e4d7-274d-4db6-8a7a-e12691c222a0,poi/11884790/icon/abf884c587b74bd48915e08a642be378.jpg,"{'lat': 1.360420202840853, 'lon': 103.99001989577052}",BURGER & LOBSTER,11884790,05D-203
L5,a9f3e4d7-274d-4db6-8a7a-e12691c222a0,,"{'lat': 1.3604975548201546, 'lon': 103.9902116006431}",Eatingdrinking,ab5216c1-c00c-4799-92da-d7b4f996404b,
L5,a9f3e4d7-274d-4db6-8a7a-e12691c222a0,,"{'lat': 1.3601473864208427, 'lon': 103.9901925040545}",Elevator,fc6f8db6-39a9-491d-adf5-258e6ed4026f,
L5,a9f3e4d7-274d-4db6-8a7a-e12691c222a0,,"{'lat': 1.3606887201193365, 'lon': 103.98950635579403}",Escalator,ced1a0b5-b5aa-4f28-838a-1d6bd5b679eb,
L5,a9f3e4d7-274d-4db6-8a7a-e12691c222a0,,"{'lat': 1.3601231909177256, 'lon': 103.99049579601105}",HEDGE MAZE,11926647,
L5,a9f3e4d7-274d-4db6-8a7a-e12691c222a0,poi/11884791/icon/26fe2d78b5d44dc9915f7b6361cbc52b.jpg,"{'lat': 1.360675435100671, 'lon': 103.98964406321943}",HITOYOSHI IZAKAYA,11884791,05D-205
L5,a9f3e4d7-274d-4db6-8a7a-e12691c222a0,poi/11884792/icon/a270d9ae992d4ff1b2c3c9d3d5d77c6e.jpg,"{'lat': 1.3608249244098785, 'lon': 103.98960108673103}",KANTIN,11884792,"05D-206, 05D-207"
L5,a9f3e4d7-274d-4db6-8a7a-e12691c222a0,,"{'lat': 1.3599682219419225, 'lon': 103.99021314898353}",MIRROR MAZE,11926509,
L5,a9f3e4d7-274d-4db6-8a7a-e12691c222a0,,"{'lat': 1.3597375935856557, 'lon': 103.98933768128033}",Restroom,b37f0c44-5afd-4304-9330-fc765f90fae6,
L5,a9f3e4d7-274d-4db6-8a7a-e12691c222a0,poi/11884794/icon/e8d31fe2f1ae47a191eccbe7d6a863f3.png,"{'lat': 1.3604663411691846, 'lon': 103.9901405885465}",TANUKI RAW AND THE WORLD IS FLAT,11884794,05D-202
